"","sm_code","publication_year","type","count","n_cits"
"30828",154,1998,"book",2,0
"30829",154,1998,"book-chapter",13,0
"30830",154,1998,"journal-article",264,590
"30831",154,1999,"book",1,0
"30832",154,1999,"book-chapter",7,0
"30833",154,1999,"journal-article",238,708
"30834",154,2000,"book-chapter",17,1
"30835",154,2000,"journal-article",271,179
"30836",154,2001,"book",3,0
"30837",154,2001,"book-chapter",8,1
"30838",154,2001,"journal-article",251,197
"30839",154,2002,"book",1,0
"30840",154,2002,"book-chapter",1,0
"30841",154,2002,"journal-article",301,240
"30842",154,2003,"book-chapter",2,0
"30843",154,2003,"journal-article",690,591
"30844",154,2004,"book",1,0
"30845",154,2004,"book-chapter",6,0
"30846",154,2004,"journal-article",492,532
"30847",154,2005,"book-chapter",6,1
"30848",154,2005,"journal-article",540,700
"30849",154,2006,"book-chapter",4,0
"30850",154,2006,"journal-article",720,533
"30851",154,2007,"book",2,0
"30852",154,2007,"book-chapter",10,0
"30853",154,2007,"journal-article",550,327
"30854",154,2007,"other",5,0
"30855",154,2008,"book",1,0
"30856",154,2008,"book-chapter",5,0
"30857",154,2008,"journal-article",504,736
"30858",154,2009,"book-chapter",1,0
"30859",154,2009,"journal-article",476,369
"30860",154,2010,"book-chapter",2,0
"30861",154,2010,"journal-article",622,398
"30862",154,2010,"other",1,0
"30863",154,2011,"book-chapter",1,0
"30864",154,2011,"journal-article",651,506
"30865",154,2012,"book-chapter",1,0
"30866",154,2012,"journal-article",686,386
"30867",154,2013,"journal-article",662,388
"30868",154,2014,"journal-article",560,311
"30869",154,2015,"journal-article",204,132
"30870",154,1942,"journal-article",8,0
"30871",154,1943,"journal-article",3,0
"30872",154,1944,"journal-article",1,0
"30873",154,1946,"journal-article",2,0
"30874",154,1947,"journal-article",1,0
"30875",154,1948,"journal-article",2,0
"30876",154,1949,"journal-article",2,0
"30877",154,1950,"book-chapter",1,0
"30878",154,1950,"journal-article",2,0
"30879",154,1951,"journal-article",4,0
"30880",154,1952,"book-chapter",1,0
"30881",154,1952,"journal-article",7,0
"30882",154,1953,"book-chapter",1,0
"30883",154,1953,"journal-article",8,0
"30884",154,1954,"book-chapter",1,0
"30885",154,1954,"journal-article",3,0
"30886",154,1955,"book-chapter",1,0
"30887",154,1955,"journal-article",3,0
"30888",154,1956,"book-chapter",1,0
"30889",154,1956,"journal-article",8,0
"30890",154,1957,"book-chapter",1,0
"30891",154,1957,"journal-article",3,0
"30892",154,1958,"journal-article",2,0
"30893",154,1959,"journal-article",1,0
"30894",154,1960,"journal-article",6,0
"30895",154,1961,"journal-article",3,0
"30896",154,1962,"journal-article",2,0
"30897",154,1963,"journal-article",6,0
"30898",154,1964,"journal-article",5,0
"30899",154,1965,"book-chapter",1,0
"30900",154,1965,"journal-article",6,0
"30901",154,1966,"book-chapter",2,0
"30902",154,1966,"journal-article",21,2
"30903",154,1967,"book-chapter",1,0
"30904",154,1967,"journal-article",6,0
"30905",154,1968,"journal-article",12,0
"30906",154,1969,"book-chapter",1,0
"30907",154,1969,"journal-article",21,0
"30908",154,1970,"journal-article",11,0
"30909",154,1971,"journal-article",18,1
"30910",154,1972,"book-chapter",1,0
"30911",154,1972,"journal-article",28,0
"30912",154,1973,"journal-article",9,0
"30913",154,1974,"journal-article",29,6
"30914",154,1975,"journal-article",54,18
"30915",154,1976,"journal-article",68,7
"30916",154,1977,"book-chapter",2,0
"30917",154,1977,"journal-article",58,15
"30918",154,1978,"journal-article",75,4
"30919",154,1979,"book",1,0
"30920",154,1979,"book-chapter",3,0
"30921",154,1979,"journal-article",66,15
"30922",154,1980,"book-chapter",5,1
"30923",154,1980,"journal-article",87,12
"30924",154,1981,"book",2,0
"30925",154,1981,"book-chapter",5,0
"30926",154,1981,"journal-article",70,38
"30927",154,1982,"book",2,0
"30928",154,1982,"book-chapter",5,1
"30929",154,1982,"journal-article",101,20
"30930",154,1983,"book",2,0
"30931",154,1983,"book-chapter",11,0
"30932",154,1983,"journal-article",98,21
"30933",154,1984,"book-chapter",2,0
"30934",154,1984,"journal-article",122,183
"30935",154,1985,"book",1,0
"30936",154,1985,"book-chapter",6,0
"30937",154,1985,"journal-article",48,4
"30938",154,1986,"book-chapter",5,0
"30939",154,1986,"journal-article",75,20
"30940",154,1987,"book",1,0
"30941",154,1987,"book-chapter",9,2
"30942",154,1987,"journal-article",103,36
"30943",154,1988,"book",1,0
"30944",154,1988,"book-chapter",6,0
"30945",154,1988,"journal-article",93,336
"30946",154,1989,"book",2,0
"30947",154,1989,"book-chapter",16,0
"30948",154,1989,"journal-article",59,135
"30949",154,1990,"book-chapter",4,2
"30950",154,1990,"journal-article",179,175
"30951",154,1991,"book",1,0
"30952",154,1991,"book-chapter",8,0
"30953",154,1991,"journal-article",365,600
"30954",154,1992,"book-chapter",4,0
"30955",154,1992,"journal-article",251,128
"30956",154,1993,"book-chapter",7,0
"30957",154,1993,"journal-article",374,833
"30958",154,1994,"book-chapter",7,0
"30959",154,1994,"journal-article",230,334
"30960",154,1995,"book-chapter",7,0
"30961",154,1995,"journal-article",258,529
"30962",154,1996,"book",1,0
"30963",154,1996,"journal-article",239,405
"30964",154,1997,"book",1,0
"30965",154,1997,"book-chapter",6,0
"30966",154,1997,"journal-article",258,654
"30967",154,1998,"book",2,0
"30968",154,1998,"book-chapter",13,0
"30969",154,1998,"journal-article",264,590
"30970",154,1999,"book",1,0
"30971",154,1999,"book-chapter",7,0
"30972",154,1999,"journal-article",238,708
"30973",154,2000,"book-chapter",17,1
"30974",154,2000,"journal-article",271,179
"30975",154,2001,"book",3,0
"30976",154,2001,"book-chapter",8,1
"30977",154,2001,"journal-article",251,197
"30978",154,2002,"book",1,0
"30979",154,2002,"book-chapter",1,0
"30980",154,2002,"journal-article",301,240
"30981",154,2003,"book-chapter",2,0
"30982",154,2003,"journal-article",690,591
"30983",154,2004,"book",1,0
"30984",154,2004,"book-chapter",6,0
"30985",154,2004,"journal-article",492,532
"30986",154,2005,"book-chapter",6,1
"30987",154,2005,"journal-article",540,700
"30988",154,2006,"book-chapter",4,0
"30989",154,2006,"journal-article",720,533
"30990",154,2007,"book",2,0
"30991",154,2007,"book-chapter",10,0
"30992",154,2007,"journal-article",550,327
"30993",154,2007,"other",5,0
"30994",154,2008,"book",1,0
"30995",154,2008,"book-chapter",5,0
"30996",154,2008,"journal-article",504,736
"30997",154,2009,"book-chapter",1,0
"30998",154,2009,"journal-article",476,369
"30999",154,2010,"book-chapter",2,0
"31000",154,2010,"journal-article",622,398
"31001",154,2010,"other",1,0
"31002",154,2011,"book-chapter",1,0
"31003",154,2011,"journal-article",651,506
"31004",154,2012,"book-chapter",1,0
"31005",154,2012,"journal-article",686,386
"31006",154,2013,"journal-article",662,388
"31007",154,2014,"journal-article",560,311
"31008",154,2015,"journal-article",204,132
"31009",154,2016,"journal-article",1945,234
"31010",154,2017,"journal-article",1418,261
"31011",154,2017,"posted-content",1,0
"31012",154,2018,"book-chapter",1,0
"31013",154,2018,"journal-article",109,85
"31014",154,2019,"journal-article",127,71
"31015",154,2020,"journal-article",246,26
"31016",154,2021,"book-chapter",14,0
"31017",154,2021,"journal-article",1003,263
"31018",154,2021,NA,20,19
"31019",154,2022,"journal-article",339,89
"31020",154,NA,"journal-article",5,0
"31021",119,1875,"journal-article",1,0
"31022",119,1876,"journal-article",2,0
"31023",119,1877,"journal-article",2,0
"31024",119,1878,"journal-article",1,1
"31025",119,1881,"journal-article",1,0
"31026",119,1882,"journal-article",1,0
"31027",119,1883,"journal-article",2,0
"31028",119,1886,"journal-article",1,0
"31029",119,1887,"journal-article",2,0
"31030",119,1888,"journal-article",2,0
"31031",119,1889,"journal-article",1,0
"31032",119,1890,"journal-article",4,0
"31033",119,1891,"journal-article",2,0
"31034",119,1893,"journal-article",2,0
"31035",119,1894,"journal-article",4,0
"31036",119,1895,"journal-article",5,0
"31037",119,1896,"journal-article",7,0
"31038",119,1897,"journal-article",6,0
"31039",119,1898,"journal-article",6,0
"31040",119,1899,"journal-article",10,0
"31041",119,1900,"journal-article",5,0
"31042",119,1901,"journal-article",6,0
"31043",119,1902,"journal-article",4,0
"31044",119,1903,"journal-article",4,0
"31045",119,1904,"journal-article",2,0
"31046",119,1905,"journal-article",2,0
"31047",119,1906,"journal-article",7,0
"31048",119,1907,"journal-article",14,1
"31049",119,1908,"journal-article",8,0
"31050",119,1909,"journal-article",23,131
"31051",119,1910,"journal-article",30,170
"31052",119,1911,"journal-article",27,110
"31053",119,1912,"journal-article",31,252
"31054",119,1913,"journal-article",45,326
"31055",119,1914,"journal-article",53,773
"31056",119,1915,"journal-article",65,277
"31057",119,1916,"journal-article",57,232
"31058",119,1917,"journal-article",58,207
"31059",119,1918,"journal-article",85,357
"31060",119,1919,"journal-article",74,252
"31061",119,1920,"journal-article",77,336
"31062",119,1921,"journal-article",78,313
"31063",119,1922,"journal-article",97,196
"31064",119,1923,"journal-article",109,441
"31065",119,1924,"journal-article",74,389
"31066",119,1925,"journal-article",110,255
"31067",119,1926,"journal-article",139,544
"31068",119,1927,"journal-article",68,319
"31069",119,1928,"journal-article",106,366
"31070",119,1929,"journal-article",130,666
"31071",119,1930,"journal-article",121,486
"31072",119,1931,"journal-article",149,635
"31073",119,1932,"journal-article",133,754
"31074",119,1933,"journal-article",157,728
"31075",119,1934,"journal-article",148,706
"31076",119,1935,"journal-article",150,690
"31077",119,1936,"journal-article",171,871
"31078",119,1937,"journal-article",156,1115
"31079",119,1938,"journal-article",153,807
"31080",119,1939,"journal-article",156,1022
"31081",119,1940,"journal-article",149,919
"31082",119,1941,"journal-article",175,4181
"31083",119,1942,"journal-article",180,1487
"31084",119,1943,"journal-article",167,1616
"31085",119,1944,"journal-article",145,5177
"31086",119,1945,"journal-article",195,1278
"31087",154,2002,"book-chapter",1,0
"31088",154,2002,"journal-article",301,240
"31089",154,2003,"book-chapter",2,0
"31090",154,2003,"journal-article",690,591
"31091",154,2004,"book",1,0
"31092",154,2004,"book-chapter",6,0
"31093",154,2004,"journal-article",492,532
"31094",154,2005,"book-chapter",6,1
"31095",154,2005,"journal-article",540,700
"31096",154,2006,"book-chapter",4,0
"31097",154,2006,"journal-article",720,533
"31098",154,2007,"book",2,0
"31099",154,2007,"book-chapter",10,0
"31100",154,2007,"journal-article",550,327
"31101",154,2007,"other",5,0
"31102",154,2008,"book",1,0
"31103",154,2008,"book-chapter",5,0
"31104",154,2008,"journal-article",504,736
"31105",154,2009,"book-chapter",1,0
"31106",154,2009,"journal-article",476,369
"31107",154,2010,"book-chapter",2,0
"31108",154,2010,"journal-article",622,398
"31109",154,2010,"other",1,0
"31110",154,2011,"book-chapter",1,0
"31111",154,2011,"journal-article",651,506
"31112",154,2012,"book-chapter",1,0
"31113",154,2012,"journal-article",686,386
"31114",154,2013,"journal-article",662,388
"31115",154,2014,"journal-article",560,311
"31116",154,2015,"journal-article",204,132
"31117",154,2016,"journal-article",1945,234
"31118",154,2017,"journal-article",1418,261
"31119",154,2017,"posted-content",1,0
"31120",154,2018,"book-chapter",1,0
"31121",154,2018,"journal-article",109,85
"31122",154,2019,"journal-article",127,71
"31123",154,2020,"journal-article",246,26
"31124",154,2021,"book-chapter",14,0
"31125",154,2021,"journal-article",1003,263
"31126",154,2021,NA,20,19
"31127",154,2022,"journal-article",339,89
"31128",154,NA,"journal-article",5,0
"31129",119,1946,"journal-article",264,2344
"31130",119,1947,"journal-article",409,2018
"31131",119,1948,"journal-article",644,2812
"31132",119,1949,"journal-article",550,10900
"31133",119,1950,"journal-article",869,4509
"31134",119,1951,"journal-article",1102,5941
"31135",119,1952,"journal-article",1322,6524
"31136",119,1953,"journal-article",1453,9353
"31137",119,1954,"journal-article",1531,7070
"31138",119,1955,"journal-article",1401,6733
"31139",119,1956,"journal-article",1419,7533
"31140",119,1957,"journal-article",1398,12023
"31141",119,1958,"journal-article",1418,7824
"31142",119,1959,"journal-article",1425,15340
"31143",119,1960,"journal-article",1621,11188
"31144",119,1961,"journal-article",1420,12700
"31145",119,1962,"journal-article",1748,12845
"31146",119,1963,"journal-article",1746,14042
"31147",119,1964,"journal-article",2037,13778
"31148",119,1965,"journal-article",2079,19155
"31149",119,1966,"journal-article",2164,27942
"31150",119,1967,"journal-article",2353,21757
"31151",119,1968,"journal-article",2515,20735
"31152",119,1969,"journal-article",2756,21182
"31153",119,1970,"journal-article",2889,23185
"31154",119,1971,"journal-article",2730,22735
"31155",119,1972,"journal-article",3033,28087
"31156",119,1973,"journal-article",2929,35514
"31157",119,1974,"journal-article",3472,30036
"31158",119,1975,"journal-article",3600,35020
"31159",119,1976,"journal-article",3457,36469
"31160",119,1977,"journal-article",3248,33493
"31161",119,1978,"journal-article",3457,37883
"31162",119,1979,"journal-article",3311,38242
"31163",119,1980,"journal-article",3156,42015
"31164",119,1981,"journal-article",3323,39832
"31165",119,1982,"journal-article",3403,43514
"31166",119,1983,"journal-article",3455,44367
"31167",119,1984,"journal-article",4114,47409
"31168",119,1985,"journal-article",4129,53466
"31169",119,1986,"journal-article",4417,54304
"31170",119,1987,"journal-article",4459,56101
"31171",119,1988,"journal-article",4474,67097
"31172",119,1989,"journal-article",4570,65649
"31173",119,1990,"journal-article",4695,70003
"31174",119,1991,"journal-article",5163,87756
"31175",119,1992,"journal-article",5549,80665
"31176",119,1993,"book-chapter",2,0
"31177",119,1993,"journal-article",5260,87843
"31178",119,1994,"journal-article",5129,100705
"31179",119,1995,"journal-article",5123,91855
"31180",119,1996,"journal-article",5439,92178
"31181",119,1997,"journal-article",5113,81554
"31182",119,1998,"journal-article",5092,80519
"31183",119,1999,"journal-article",4522,94695
"31184",119,2000,"journal-article",4681,92384
"31185",119,2001,"journal-article",5174,89722
"31186",119,2002,"book-chapter",2,0
"31187",119,2002,"journal-article",4317,21142
"31188",119,2003,"journal-article",4906,22232
"31189",119,2004,"journal-article",4977,22182
"31190",119,2005,"journal-article",4736,21287
"31191",119,2005,NA,4,0
"31192",119,2006,"journal-article",5501,21077
"31193",119,2007,"journal-article",5422,19509
"31194",119,2008,"book-chapter",1,0
"31195",154,2016,"journal-article",1945,234
"31196",154,2017,"journal-article",1418,261
"31197",154,2017,"posted-content",1,0
"31198",154,2018,"book-chapter",1,0
"31199",154,2018,"journal-article",109,85
"31200",154,2019,"journal-article",127,71
"31201",154,2020,"journal-article",246,26
"31202",154,2021,"book-chapter",14,0
"31203",154,2021,"journal-article",1003,263
"31204",154,2021,NA,20,19
"31205",154,2022,"journal-article",339,89
"31206",154,NA,"journal-article",5,0
"31207",119,2008,"journal",1,0
"31208",119,2008,"journal-article",6199,24526
"31209",119,2009,"journal-article",6037,25713
"31210",119,2010,"journal",1,0
"31211",119,2010,"journal-article",7866,33775
"31212",119,2011,"book-chapter",1,0
"31213",119,2011,"journal-article",6887,24657
"31214",119,2011,"posted-content",1,0
"31215",119,2012,"book-chapter",1,0
"31216",119,2012,"journal",2,0
"31217",119,2012,"journal-article",7218,22244
"31218",119,2013,"book-chapter",1,0
"31219",119,2013,"journal",3,0
"31220",119,2013,"journal-article",7021,22171
"31221",119,2014,"book-chapter",3,0
"31222",119,2014,"journal-article",7607,25124
"31223",119,2015,"book-chapter",1,0
"31224",119,2015,"journal-article",7013,19356
"31225",119,2016,"book-chapter",6,1
"31226",119,2016,"journal-article",5810,10955
"31227",119,2016,"proceedings-article",1,0
"31228",119,2017,"book-chapter",2,0
"31229",119,2017,"journal-article",3418,7932
"31230",119,2018,"journal",1,0
"31231",119,2018,"journal-article",3456,5154
"31232",119,2019,"book-chapter",1,0
"31233",119,2019,"journal",1,0
"31234",119,2019,"journal-article",2683,3385
"31235",119,2020,"book-chapter",1,0
"31236",119,2020,"journal",2,0
"31237",119,2020,"journal-article",4788,3235
"31238",119,2020,"other",2,0
"31239",119,2020,"posted-content",2,0
"31240",119,2020,NA,9,2
"31241",119,2021,"book",2,0
"31242",119,2021,"book-chapter",23,0
"31243",119,2021,"journal",12,6
"31244",119,2021,"journal-article",5407,682
"31245",119,2021,"other",2,0
"31246",119,2021,"posted-content",4,0
"31247",119,2021,"proceedings-article",2,1
"31248",119,2021,NA,261,13
"31249",119,2022,"journal",2,0
"31250",119,2022,"journal-article",1354,95
"31251",119,2022,"other",9,0
"31252",119,2022,"posted-content",13,3
"31253",119,2047,"journal-article",1,0
"31254",119,NA,"journal-article",303,0
"31255",155,1800,"journal-article",1,3
"31256",155,1866,"journal-article",1,0
"31257",155,1906,"journal-article",20,2
"31258",155,1907,"journal-article",20,0
"31259",155,1908,"journal-article",6,0
"31260",155,1909,"journal-article",1,0
"31261",155,1910,"journal-article",5,21
"31262",155,1913,"journal-article",2,1
"31263",155,1914,"journal-article",13,0
"31264",155,1915,"journal-article",9,0
"31265",155,1916,"journal-article",10,0
"31266",155,1917,"journal-article",10,0
"31267",155,1918,"journal-article",7,1
"31268",155,1919,"journal-article",16,0
"31269",155,1920,"journal-article",20,2
"31270",155,1921,"journal-article",17,1
"31271",155,1922,"journal-article",21,1
"31272",155,1923,"journal-article",13,0
"31273",155,1924,"journal-article",8,0
"31274",155,1925,"journal-article",14,0
"31275",155,1926,"journal-article",7,23
"31276",155,1927,"journal-article",12,36
"31277",155,1928,"journal-article",12,55
"31278",155,1929,"journal-article",10,3
"31279",155,1930,"journal-article",13,25
"31280",155,1931,"journal-article",28,72
"31281",155,1932,"journal-article",26,88
"31282",155,1933,"journal-article",35,59
"31283",155,1934,"journal-article",26,57
"31284",155,1935,"journal-article",27,47
"31285",155,1936,"journal-article",24,48
"31286",155,1937,"journal-article",20,63
"31287",155,1938,"journal-article",25,28
"31288",155,1939,"journal-article",19,45
"31289",155,1940,"journal-article",23,60
"31290",155,1941,"journal-article",19,76
"31291",155,1942,"journal-article",21,0
"31292",155,1943,"journal-article",26,271
"31293",155,1944,"journal-article",15,0
"31294",155,1945,"journal-article",1,0
"31295",155,1947,"journal-article",3,1
"31296",155,1948,"journal-article",8,0
"31297",155,1949,"journal-article",7,12
"31298",155,1950,"journal-article",12,4
"31299",155,1951,"journal-article",6,7
"31300",155,1952,"journal-article",5,0
"31301",155,1953,"journal-article",5,0
"31302",155,1954,"journal-article",2,0
"31303",155,1955,"journal-article",6,0
"31304",155,1956,"book-chapter",1,0
"31305",155,1956,"journal-article",25,0
"31306",155,1957,"journal-article",8,2
"31307",155,1958,"journal-article",17,1
"31308",155,1959,"journal-article",11,0
"31309",155,1960,"journal-article",17,2
"31310",155,1961,"journal-article",18,0
"31311",155,1962,"journal-article",26,1
"31312",155,1963,"journal-article",30,1
"31313",155,1964,"journal-article",43,49
"31314",155,1965,"journal-article",39,1
"31315",155,1966,"book-chapter",2,0
"31316",155,1966,"journal-article",37,3
"31317",155,1967,"journal-article",28,45
"31318",155,1968,"journal-article",25,239
"31319",155,1969,"journal-article",31,347
"31320",155,1970,"journal-article",28,15
"31321",155,1971,"book-chapter",2,0
"31322",155,1971,"journal-article",34,13
"31323",155,1972,"book",1,0
"31324",155,1972,"journal-article",40,38
"31325",155,1973,"journal-article",33,3
"31326",155,1974,"book-chapter",2,0
"31327",155,1974,"journal-article",41,20
"31328",155,1974,"other",2,0
"31329",155,1975,"book",1,0
"31330",155,1975,"book-chapter",1,0
"31331",155,1975,"journal-article",47,126
"31332",155,1975,"other",5,0
"31333",155,1976,"book-chapter",2,0
"31334",155,1976,"journal-article",48,37
"31335",155,1976,"other",3,0
"31336",155,1977,"book",1,0
"31337",155,1977,"book-chapter",6,1
"31338",155,1977,"journal-article",62,19
"31339",155,1977,"other",8,0
"31340",155,1978,"book",1,0
"31341",155,1978,"book-chapter",1,0
"31342",155,1978,"journal-article",85,417
"31343",155,1978,"other",6,0
"31344",155,1979,"book-chapter",11,1
"31345",155,1979,"journal-article",69,123
"31346",155,1979,"other",9,0
"31347",155,1980,"book-chapter",13,1
"31348",155,1980,"journal-article",88,107
"31349",155,1980,"monograph",1,0
"31350",155,1980,"other",9,0
"31351",155,1981,"book",1,0
"31352",155,1981,"book-chapter",13,2
"31353",155,1981,"journal-article",103,383
"31354",155,1981,"other",8,0
"31355",155,1982,"book",1,0
"31356",155,1982,"book-chapter",8,0
"31357",155,1982,"journal-article",146,273
"31358",155,1982,"monograph",1,0
"31359",155,1982,"other",13,0
"31360",155,1983,"book-chapter",5,0
"31361",155,1983,"journal-article",192,482
"31362",155,1983,"other",8,0
"31363",155,1984,"book-chapter",19,3
"31364",155,1984,"journal-article",329,1106
"31365",155,1984,"monograph",1,0
"31366",155,1984,"other",11,0
"31367",155,1985,"book-chapter",16,2
"31368",155,1985,"journal-article",518,1812
"31369",155,1985,"monograph",1,1
"31370",155,1985,"other",16,0
"31371",155,1986,"book-chapter",15,1
"31372",155,1986,"journal-article",549,1874
"31373",155,1986,"other",13,0
"31374",155,1987,"book-chapter",12,3
"31375",155,1987,"journal-article",628,2367
"31376",155,1987,"other",21,0
"31377",155,1988,"book-chapter",18,1
"31378",155,1988,"journal-article",591,1901
"31379",155,1988,"other",14,0
"31380",155,1989,"book-chapter",30,7
"31381",155,1989,"journal-article",654,2036
"31382",155,1989,"monograph",1,0
"31383",155,1989,"other",14,0
"31384",155,1989,"proceedings",1,0
"31385",155,1990,"book-chapter",14,5
"31386",155,1990,"journal-article",765,2295
"31387",155,1990,"other",9,0
"31388",155,1991,"book-chapter",23,1
"31389",155,1991,"journal-article",846,3270
"31390",155,1991,"other",20,0
"31391",155,1992,"book-chapter",19,2
"31392",155,1992,"journal-article",784,1117
"31393",155,1992,"other",19,0
"31394",155,1993,"book",1,0
"31395",155,1993,"book-chapter",21,1
"31396",155,1993,"journal-article",916,1590
"31397",155,1993,"monograph",2,0
"31398",155,1993,"other",21,0
"31399",155,1994,"book",1,0
"31400",155,1994,"book-chapter",20,0
"31401",155,1994,"journal-article",1025,1491
"31402",155,1994,"other",22,0
"31403",155,1995,"book",1,0
"31404",155,1995,"book-chapter",13,2
"31405",155,1995,"journal-article",1699,2302
"31406",155,1995,"monograph",1,0
"31407",155,1995,"other",15,0
"31408",155,1996,"book",1,0
"31409",155,1996,"book-chapter",14,0
"31410",155,1996,"journal-article",2169,3085
"31411",155,1996,"other",11,0
"31412",155,1997,"book",1,0
"31413",155,1997,"book-chapter",9,2
"31414",155,1997,"journal-article",2224,2918
"31415",155,1997,"other",14,0
"31416",155,1998,"book-chapter",7,0
"31417",155,1998,"journal-article",2595,3375
"31418",155,1998,"other",16,0
"31419",155,1999,"book-chapter",8,0
"31420",155,1999,"journal-article",2237,2175
"31421",155,1999,"other",25,0
"31422",155,2000,"book-chapter",4,0
"31423",155,2000,"journal-article",1622,2307
"31424",155,2000,"other",12,0
"31425",155,2001,"book-chapter",8,0
"31426",155,2001,"journal-article",1555,1970
"31427",155,2001,"monograph",1,0
"31428",155,2001,"other",9,0
"31429",155,2002,"book-chapter",6,2
"31430",155,2002,"journal-article",1848,3039
"31431",155,2002,"other",13,0
"31432",155,2003,"book",1,0
"31433",155,2003,"book-chapter",15,0
"31434",155,2003,"journal-article",2233,3827
"31435",155,2003,"monograph",1,1
"31436",155,2003,"other",15,0
"31437",155,2004,"book-chapter",26,5
"31438",155,2004,"journal-article",2302,5437
"31439",155,2004,"other",11,0
"31440",155,2005,"book-chapter",10,3
"31441",155,2005,"journal-article",2464,7760
"31442",155,2005,"other",16,0
"31443",155,2006,"book-chapter",15,1
"31444",155,2006,"journal",1,0
"31445",155,2006,"journal-article",2118,6046
"31446",155,2006,"other",18,0
"31447",155,2007,"book-chapter",20,0
"31448",155,2007,"journal-article",2212,4409
"31449",155,2007,"monograph",1,0
"31450",155,2007,"other",18,0
"31451",155,2008,"book-chapter",25,1
"31452",155,2008,"journal-article",2541,2570
"31453",155,2008,"other",12,0
"31454",155,2008,"posted-content",2,0
"31455",155,2009,"book-chapter",7,0
"31456",155,2009,"book-series",1,0
"31457",155,2009,"journal",1,0
"31458",155,2009,"journal-article",2241,2360
"31459",155,2009,"other",9,0
"31460",155,2010,"book",1,0
"31461",155,2010,"book-chapter",14,5
"31462",155,2010,"journal",1,0
"31463",155,2010,"journal-article",2166,3357
"31464",155,2010,"monograph",1,0
"31465",155,2010,"other",20,0
"31466",155,2011,"book-chapter",4,0
"31467",155,2011,"journal",1,0
"31468",155,2011,"journal-article",1310,2843
"31469",155,2011,"other",8,0
"31470",155,2012,"book-chapter",17,5
"31471",155,2012,"journal-article",1098,1806
"31472",155,2012,"other",12,0
"31473",155,2012,NA,1,0
"31474",155,2013,"book-chapter",1,0
"31475",155,2013,"journal",1,0
"31476",155,2013,"journal-article",1020,1414
"31477",155,2013,"other",17,0
"31478",155,2014,"book-chapter",9,0
"31479",155,2014,"journal-article",802,1459
"31480",155,2014,"other",15,0
"31481",155,2015,"book-chapter",3,0
"31482",155,2015,"journal-article",721,1190
"31483",155,2015,"other",2,0
"31484",155,2016,"book-chapter",3,0
"31485",155,2016,"journal-article",2563,1234
"31486",155,2016,"other",2,0
"31487",155,2017,"book-chapter",1,0
"31488",155,2017,"journal-article",3363,1819
"31489",155,2018,"book-chapter",1,0
"31490",155,2018,"journal-article",295,218
"31491",155,2019,"book-chapter",1,0
"31492",155,2019,"journal-article",294,80
"31493",155,2019,"other",2,0
"31494",155,2020,"book-chapter",2,2
"31495",155,2020,"journal",2,0
"31496",155,2020,"journal-article",485,45
"31497",155,2020,"other",3,0
"31498",155,2020,"posted-content",1,0
"31499",155,2020,NA,6,4
"31500",155,2021,"book-chapter",6,1
"31501",155,2021,"journal",4,0
"31502",155,2021,"journal-article",2534,503
"31503",155,2021,"other",4,0
"31504",155,2021,NA,91,17
"31505",155,2022,"journal-article",826,140
"31506",155,2022,NA,9,2
"31507",155,NA,"book-chapter",2,0
"31508",155,NA,"journal-article",9,0
"31509",155,NA,NA,1,0
"31510",119,1873,"journal-article",1,0
"31511",119,1875,"journal-article",1,0
"31512",119,1876,"journal-article",2,0
"31513",119,1877,"journal-article",2,0
"31514",119,1878,"journal-article",1,1
"31515",119,1881,"journal-article",1,0
"31516",119,1882,"journal-article",1,0
"31517",119,1883,"journal-article",2,0
"31518",119,1886,"journal-article",1,0
"31519",119,1887,"journal-article",2,0
"31520",119,1888,"journal-article",2,0
"31521",119,1889,"journal-article",1,0
"31522",119,1890,"journal-article",4,0
"31523",119,1891,"journal-article",2,0
"31524",119,1893,"journal-article",2,0
"31525",119,1894,"journal-article",4,0
"31526",119,1895,"journal-article",5,0
"31527",119,1896,"journal-article",7,0
"31528",119,1897,"journal-article",6,0
"31529",119,1898,"journal-article",6,0
"31530",119,1899,"journal-article",10,0
"31531",119,1900,"journal-article",5,0
"31532",119,1901,"journal-article",6,0
"31533",119,1902,"journal-article",4,0
"31534",119,1903,"journal-article",4,0
"31535",119,1904,"journal-article",2,0
"31536",119,1905,"journal-article",2,0
"31537",119,1906,"journal-article",7,0
"31538",119,1907,"journal-article",14,1
"31539",119,1908,"journal-article",8,0
"31540",119,1909,"journal-article",23,131
"31541",119,1910,"journal-article",30,170
"31542",119,1911,"journal-article",27,110
"31543",119,1912,"journal-article",31,252
"31544",119,1913,"journal-article",45,326
"31545",119,1914,"journal-article",53,773
"31546",119,1915,"journal-article",65,277
"31547",119,1916,"journal-article",57,232
"31548",119,1917,"journal-article",58,207
"31549",119,1918,"journal-article",85,357
"31550",119,1919,"journal-article",74,252
"31551",119,1920,"journal-article",77,336
"31552",119,1921,"journal-article",78,313
"31553",119,1922,"journal-article",97,196
"31554",119,1923,"journal-article",109,441
"31555",119,1924,"journal-article",74,389
"31556",119,1925,"journal-article",110,255
"31557",119,1926,"journal-article",139,544
"31558",119,1927,"journal-article",68,319
"31559",119,1928,"journal-article",106,366
"31560",119,1929,"journal-article",130,666
"31561",119,1930,"journal-article",121,486
"31562",119,1931,"journal-article",149,635
